NAICS_Code,Title,Description,Emissions
485410,School and Employee Bus Transportation,"kg CO2e/2022 USD, purchaser price",566
485510,Charter Bus Industry,"kg CO2e/2022 USD, purchaser price",566
485991,Special Needs Transportation,"kg CO2e/2022 USD, purchaser price",566
485999,All Other Transit and Ground Passenger Transportation,"kg CO2e/2022 USD, purchaser price",566
486110,Pipeline Transportation of Crude Oil,"kg CO2e/2022 USD, purchaser price",1619
486210,Pipeline Transportation of Natural Gas,"kg CO2e/2022 USD, purchaser price",1619
486910,Pipeline Transportation of Refined Petroleum Products,"kg CO2e/2022 USD, purchaser price",1619
486990,All Other Pipeline Transportation,"kg CO2e/2022 USD, purchaser price",1619
487110,"Scenic and Sightseeing Transportation, Land","kg CO2e/2022 USD, purchaser price",162
487210,"Scenic and Sightseeing Transportation, Water","kg CO2e/2022 USD, purchaser price",162
487990,"Scenic and Sightseeing Transportation, Other","kg CO2e/2022 USD, purchaser price",162
488111,Air Traffic Control,"kg CO2e/2022 USD, purchaser price",162
488119,Other Airport Operations,"kg CO2e/2022 USD, purchaser price",162
488190,Other Support Activities for Air Transportation,"kg CO2e/2022 USD, purchaser price",162
488210,Support Activities for Rail Transportation,"kg CO2e/2022 USD, purchaser price",162
488310,Port and Harbor Operations,"kg CO2e/2022 USD, purchaser price",162
488320,Marine Cargo Handling,"kg CO2e/2022 USD, purchaser price",162
488330,Navigational Services to Shipping,"kg CO2e/2022 USD, purchaser price",162
488390,Other Support Activities for Water Transportation,"kg CO2e/2022 USD, purchaser price",162
488410,Motor Vehicle Towing,"kg CO2e/2022 USD, purchaser price",162
488490,Other Support Activities for Road Transportation,"kg CO2e/2022 USD, purchaser price",162
488510,Freight Transportation Arrangement,"kg CO2e/2022 USD, purchaser price",162
488991,Packing and Crating,"kg CO2e/2022 USD, purchaser price",162
488999,All Other Support Activities for Transportation,"kg CO2e/2022 USD, purchaser price",162
491110,Postal Service,"kg CO2e/2022 USD, purchaser price",74
492110,Couriers and Express Delivery Services,"kg CO2e/2022 USD, purchaser price",303
492210,Local Messengers and Local Delivery,"kg CO2e/2022 USD, purchaser price",303
493110,General Warehousing and Storage,"kg CO2e/2022 USD, purchaser price",244
493120,Refrigerated Warehousing and Storage,"kg CO2e/2022 USD, purchaser price",244
493130,Farm Product Warehousing and Storage,"kg CO2e/2022 USD, purchaser price",244
493190,Other Warehousing and Storage,"kg CO2e/2022 USD, purchaser price",244
511110,Newspaper Publishers,"kg CO2e/2022 USD, purchaser price",82
511120,Periodical Publishers,"kg CO2e/2022 USD, purchaser price",103
511130,Book Publishers,"kg CO2e/2022 USD, purchaser price",107
511140,Directory and Mailing List Publishers,"kg CO2e/2022 USD, purchaser price",108
511191,Greeting Card Publishers,"kg CO2e/2022 USD, purchaser price",108
511199,All Other Publishers,"kg CO2e/2022 USD, purchaser price",108
511210,Software Publishers,"kg CO2e/2022 USD, purchaser price",80
512110,Motion Picture and Video Production,"kg CO2e/2022 USD, purchaser price",52
512120,Motion Picture and Video Distribution,"kg CO2e/2022 USD, purchaser price",52
512131,Motion Picture Theaters (except Drive-Ins),"kg CO2e/2022 USD, purchaser price",52
512132,Drive-In Motion Picture Theaters,"kg CO2e/2022 USD, purchaser price",52
512191,Teleproduction and Other Postproduction Services,"kg CO2e/2022 USD, purchaser price",52
512199,Other Motion Picture and Video Industries,"kg CO2e/2022 USD, purchaser price",52
512230,Music Publishers,"kg CO2e/2022 USD, purchaser price",44
512240,Sound Recording Studios,"kg CO2e/2022 USD, purchaser price",44
512250,Record Production and Distribution,"kg CO2e/2022 USD, purchaser price",44
512290,Other Sound Recording Industries,"kg CO2e/2022 USD, purchaser price",44
515111,Radio Networks,"kg CO2e/2022 USD, purchaser price",79
515112,Radio Stations,"kg CO2e/2022 USD, purchaser price",79
515120,Television Broadcasting,"kg CO2e/2022 USD, purchaser price",79
515210,Cable and Other Subscription Programming,"kg CO2e/2022 USD, purchaser price",94
517311,Wired Telecommunications Carriers,"kg CO2e/2022 USD, purchaser price",75
517312,Wireless Telecommunications Carriers (except Satellite),"kg CO2e/2022 USD, purchaser price",96
517410,Satellite Telecommunications,"kg CO2e/2022 USD, purchaser price",78
517911,Telecommunications Resellers,"kg CO2e/2022 USD, purchaser price",78
517919,All Other Telecommunications,"kg CO2e/2022 USD, purchaser price",78
518210,"Data Processing, Hosting, and Related Services","kg CO2e/2022 USD, purchaser price",93
519110,News Syndicates,"kg CO2e/2022 USD, purchaser price",64
519120,Libraries and Archives,"kg CO2e/2022 USD, purchaser price",64
519130,Internet Publishing and Broadcasting and Web Search Portals,"kg CO2e/2022 USD, purchaser price",67
519190,All Other Information Services,"kg CO2e/2022 USD, purchaser price",64
521110,Monetary Authorities-Central Bank,"kg CO2e/2022 USD, purchaser price",59
522110,Commercial Banking,"kg CO2e/2022 USD, purchaser price",59
522120,Savings Institutions,"kg CO2e/2022 USD, purchaser price",59
522130,Credit Unions,"kg CO2e/2022 USD, purchaser price",59
522190,Other Depository Credit Intermediation,"kg CO2e/2022 USD, purchaser price",59
522210,Credit Card Issuing,"kg CO2e/2022 USD, purchaser price",72
522220,Sales Financing,"kg CO2e/2022 USD, purchaser price",72
522291,Consumer Lending,"kg CO2e/2022 USD, purchaser price",72
522292,Real Estate Credit,"kg CO2e/2022 USD, purchaser price",72
522293,International Trade Financing,"kg CO2e/2022 USD, purchaser price",72
522294,Secondary Market Financing,"kg CO2e/2022 USD, purchaser price",72
522298,All Other Nondepository Credit Intermediation,"kg CO2e/2022 USD, purchaser price",72
522310,Mortgage and Nonmortgage Loan Brokers,"kg CO2e/2022 USD, purchaser price",72
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","kg CO2e/2022 USD, purchaser price",72
522390,Other Activities Related to Credit Intermediation,"kg CO2e/2022 USD, purchaser price",72
523110,Investment Banking and Securities Dealing,"kg CO2e/2022 USD, purchaser price",43
523120,Securities Brokerage,"kg CO2e/2022 USD, purchaser price",43
523130,Commodity Contracts Dealing,"kg CO2e/2022 USD, purchaser price",43
523140,Commodity Contracts Brokerage,"kg CO2e/2022 USD, purchaser price",43
523210,Securities and Commodity Exchanges,"kg CO2e/2022 USD, purchaser price",43
523910,Miscellaneous Intermediation,"kg CO2e/2022 USD, purchaser price",66
523920,Portfolio Management,"kg CO2e/2022 USD, purchaser price",66
523930,Investment Advice,"kg CO2e/2022 USD, purchaser price",66
523991,"Trust, Fiduciary, and Custody Activities","kg CO2e/2022 USD, purchaser price",66
523999,Miscellaneous Financial Investment Activities,"kg CO2e/2022 USD, purchaser price",66
524113,Direct Life Insurance Carriers,"kg CO2e/2022 USD, purchaser price",51
524114,Direct Health and Medical Insurance Carriers,"kg CO2e/2022 USD, purchaser price",33
524126,Direct Property and Casualty Insurance Carriers,"kg CO2e/2022 USD, purchaser price",33
524127,Direct Title Insurance Carriers,"kg CO2e/2022 USD, purchaser price",33
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers","kg CO2e/2022 USD, purchaser price",33
524130,Reinsurance Carriers,"kg CO2e/2022 USD, purchaser price",33
524210,Insurance Agencies and Brokerages,"kg CO2e/2022 USD, purchaser price",29
524291,Claims Adjusting,"kg CO2e/2022 USD, purchaser price",29
524292,Third Party Administration of Insurance and Pension Funds,"kg CO2e/2022 USD, purchaser price",29
524298,All Other Insurance Related Activities,"kg CO2e/2022 USD, purchaser price",29
525110,Pension Funds,"kg CO2e/2022 USD, purchaser price",218
525120,Health and Welfare Funds,"kg CO2e/2022 USD, purchaser price",218
525190,Other Insurance Funds,"kg CO2e/2022 USD, purchaser price",218
525910,Open-End Investment Funds,"kg CO2e/2022 USD, purchaser price",218
525920,"Trusts, Estates, and Agency Accounts","kg CO2e/2022 USD, purchaser price",218
525990,Other Financial Vehicles,"kg CO2e/2022 USD, purchaser price",218
531110,Lessors of Residential Buildings and Dwellings,"kg CO2e/2022 USD, purchaser price",33
531120,Lessors of Nonresidential Buildings (excpet Miniwarehouses),"kg CO2e/2022 USD, purchaser price",246
531130,Lessors of Miniwarehouses and Self-Storage Units,"kg CO2e/2022 USD, purchaser price",246
531190,Lessors of Other Real Estate Property,"kg CO2e/2022 USD, purchaser price",246
531210,Offices of Real Estate Agents and Brokers,"kg CO2e/2022 USD, purchaser price",246
531311,Residential Property Managers,"kg CO2e/2022 USD, purchaser price",246
531312,Nonresidential Property Managers,"kg CO2e/2022 USD, purchaser price",246
531320,Offices of Real Estate Appraisers,"kg CO2e/2022 USD, purchaser price",246
531390,Other Activities Related to Real Estate,"kg CO2e/2022 USD, purchaser price",246
532111,Passenger Car Rental,"kg CO2e/2022 USD, purchaser price",110
532112,Passenger Car Leasing,"kg CO2e/2022 USD, purchaser price",110
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","kg CO2e/2022 USD, purchaser price",110
532210,Consumer Electronics and Appliances Rental,"kg CO2e/2022 USD, purchaser price",102
532281,Formal Wear and Costume Rental,"kg CO2e/2022 USD, purchaser price",102
532282,Video Tape and Disc Rental,"kg CO2e/2022 USD, purchaser price",102
532283,Home Health Equipment Rental,"kg CO2e/2022 USD, purchaser price",102
532284,Recreational Goods Rental,"kg CO2e/2022 USD, purchaser price",102
532289,All Other Consumer Goods Rental,"kg CO2e/2022 USD, purchaser price",102
532310,General Rental Centers,"kg CO2e/2022 USD, purchaser price",102
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","kg CO2e/2022 USD, purchaser price",106
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","kg CO2e/2022 USD, purchaser price",106
532420,Office Machinery and Equipment Rental and Leasing,"kg CO2e/2022 USD, purchaser price",106
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,"kg CO2e/2022 USD, purchaser price",106
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"kg CO2e/2022 USD, purchaser price",52
541110,Offices of Lawyers,"kg CO2e/2022 USD, purchaser price",41
541120,Offices of Notaries,"kg CO2e/2022 USD, purchaser price",41
541191,Title Abstract and Settlement Offices,"kg CO2e/2022 USD, purchaser price",41
541199,All Other Legal Services,"kg CO2e/2022 USD, purchaser price",41
541211,Offices of Certified Public Accountants,"kg CO2e/2022 USD, purchaser price",54
541213,Tax Preparation Services,"kg CO2e/2022 USD, purchaser price",54
541214,Payroll Services,"kg CO2e/2022 USD, purchaser price",54
541219,Other Accounting Services,"kg CO2e/2022 USD, purchaser price",54
541310,Architectural Services,"kg CO2e/2022 USD, purchaser price",103
541320,Landscape Architectural Services,"kg CO2e/2022 USD, purchaser price",103
541330,Engineering Services,"kg CO2e/2022 USD, purchaser price",103
541340,Drafting Services,"kg CO2e/2022 USD, purchaser price",103
541350,Building Inspection Services,"kg CO2e/2022 USD, purchaser price",103
541360,Geophysical Surveying and Mapping Services,"kg CO2e/2022 USD, purchaser price",103
541370,Surveying and Mapping (except Geophysical) Services,"kg CO2e/2022 USD, purchaser price",103
541380,Testing Laboratories,"kg CO2e/2022 USD, purchaser price",103
541410,Interior Design Services,"kg CO2e/2022 USD, purchaser price",94
541420,Industrial Design Services,"kg CO2e/2022 USD, purchaser price",94
541430,Graphic Design Services,"kg CO2e/2022 USD, purchaser price",94
541490,Other Specialized Design Services,"kg CO2e/2022 USD, purchaser price",94
541511,Custom Computer Programming Services,"kg CO2e/2022 USD, purchaser price",84
541512,Computer Systems Design Services,"kg CO2e/2022 USD, purchaser price",89
541513,Computer Facilities Management Services,"kg CO2e/2022 USD, purchaser price",80
541519,Other Computer Related Services,"kg CO2e/2022 USD, purchaser price",80
541611,Administrative Management and General Management Consulting Services,"kg CO2e/2022 USD, purchaser price",78
541612,Human Resources Consulting Services,"kg CO2e/2022 USD, purchaser price",78
541613,Marketing Consulting Services,"kg CO2e/2022 USD, purchaser price",78
541614,"Process, Physical Distribution, and Logistics Consulting Services","kg CO2e/2022 USD, purchaser price",78
541618,Other Management Consulting Services,"kg CO2e/2022 USD, purchaser price",78
541620,Environmental Consulting Services,"kg CO2e/2022 USD, purchaser price",90
541690,Other Scientific and Technical Consulting Services,"kg CO2e/2022 USD, purchaser price",90
541713,Research and Development in Nanotechnology,"kg CO2e/2022 USD, purchaser price",156
541714,Research and Development in Biotechnology (except Nanobiotechnology),"kg CO2e/2022 USD, purchaser price",156
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","kg CO2e/2022 USD, purchaser price",156
541720,Research and Development in the Social Sciences and Humanities,"kg CO2e/2022 USD, purchaser price",156
541810,Advertising Agencies,"kg CO2e/2022 USD, purchaser price",85
541820,Public Relations Agencies,"kg CO2e/2022 USD, purchaser price",85
541830,Media Buying Agencies,"kg CO2e/2022 USD, purchaser price",85
541840,Media Representatives,"kg CO2e/2022 USD, purchaser price",85
541850,Outdoor Advertising,"kg CO2e/2022 USD, purchaser price",85
541860,Direct Mail Advertising,"kg CO2e/2022 USD, purchaser price",85
541870,Advertising Material Distribution Services,"kg CO2e/2022 USD, purchaser price",85
541890,Other Services Related to Advertising,"kg CO2e/2022 USD, purchaser price",85
541910,Marketing Research and Public Opinion Polling,"kg CO2e/2022 USD, purchaser price",80
541921,"Photography Studios, Portrait","kg CO2e/2022 USD, purchaser price",125
541922,Commercial Photography,"kg CO2e/2022 USD, purchaser price",125
541930,Translation and Interpretation Services,"kg CO2e/2022 USD, purchaser price",80
541940,Veterinary Services,"kg CO2e/2022 USD, purchaser price",127
541990,"All Other Professional, Scientific, and Technical Services","kg CO2e/2022 USD, purchaser price",80
551111,Offices of Bank Holding Companies,"kg CO2e/2022 USD, purchaser price",84
551112,Offices of Other Holding Companies,"kg CO2e/2022 USD, purchaser price",84
551114,"Corporate, Subsidiary, and Regional Managing Offices","kg CO2e/2022 USD, purchaser price",84
561110,Office Administrative Services,"kg CO2e/2022 USD, purchaser price",100
561210,Facilities Support Services,"kg CO2e/2022 USD, purchaser price",199
561311,Employment Placement Agencies,"kg CO2e/2022 USD, purchaser price",51
561312,Executive Search Services,"kg CO2e/2022 USD, purchaser price",51
561320,Temporary Help Services,"kg CO2e/2022 USD, purchaser price",51
561330,Professional Employer Organizations,"kg CO2e/2022 USD, purchaser price",51
561410,Document Preparation Services,"kg CO2e/2022 USD, purchaser price",111
561421,Telephone Answering Services,"kg CO2e/2022 USD, purchaser price",111
561422,Telemarketing Bureaus and Other Contact Centers,"kg CO2e/2022 USD, purchaser price",111
561431,Private Mail Centers,"kg CO2e/2022 USD, purchaser price",111
561439,Other Business Service Centers (including Copy Shops),"kg CO2e/2022 USD, purchaser price",111
561440,Collection Agencies,"kg CO2e/2022 USD, purchaser price",111
561450,Credit Bureaus,"kg CO2e/2022 USD, purchaser price",111
561491,Repossession Services,"kg CO2e/2022 USD, purchaser price",111
561492,Court Reporting and Stenotype Services,"kg CO2e/2022 USD, purchaser price",111
561499,All Other Business Support Services,"kg CO2e/2022 USD, purchaser price",111
561510,Travel Agencies,"kg CO2e/2022 USD, purchaser price",88
561520,Tour Operators,"kg CO2e/2022 USD, purchaser price",88
561591,Convention and Visitors Bureaus,"kg CO2e/2022 USD, purchaser price",88
561599,All Other Travel Arrangement and Reservation Services,"kg CO2e/2022 USD, purchaser price",88
561611,Investigation Services,"kg CO2e/2022 USD, purchaser price",74
561612,Security Guards and Patrol Services,"kg CO2e/2022 USD, purchaser price",74
561613,Armored Car Services,"kg CO2e/2022 USD, purchaser price",74
561621,Security Systems Services (except Locksmiths),"kg CO2e/2022 USD, purchaser price",74
561622,Locksmiths,"kg CO2e/2022 USD, purchaser price",74
561710,Exterminating and Pest Control Services,"kg CO2e/2022 USD, purchaser price",214
561720,Janitorial Services,"kg CO2e/2022 USD, purchaser price",214
561730,Landscaping Services,"kg CO2e/2022 USD, purchaser price",214
561740,Carpet and Upholstery Cleaning Services,"kg CO2e/2022 USD, purchaser price",214
561790,Other Services to Buildings and Dwellings,"kg CO2e/2022 USD, purchaser price",214
561910,Packaging and Labeling Services,"kg CO2e/2022 USD, purchaser price",127
561920,Convention and Trade Show Organizers,"kg CO2e/2022 USD, purchaser price",127
561990,All Other Support Services,"kg CO2e/2022 USD, purchaser price",127
562111,Solid Waste Collection,"kg CO2e/2022 USD, purchaser price",988
562112,Hazardous Waste Collection,"kg CO2e/2022 USD, purchaser price",988
562119,Other Waste Collection,"kg CO2e/2022 USD, purchaser price",988
562211,Hazardous Waste Treatment and Disposal,"kg CO2e/2022 USD, purchaser price",988
562212,Solid Waste Landfill,"kg CO2e/2022 USD, purchaser price",988
562213,Solid Waste Combustors and Incinerators,"kg CO2e/2022 USD, purchaser price",988
562219,Other Nonhazardous Waste Treatment and Disposal,"kg CO2e/2022 USD, purchaser price",988
562910,Remediation Services,"kg CO2e/2022 USD, purchaser price",988
562920,Materials Recovery Facilities,"kg CO2e/2022 USD, purchaser price",988
562991,Septic Tank and Related Services,"kg CO2e/2022 USD, purchaser price",988
562998,All Other Miscellaneous Waste Management Services,"kg CO2e/2022 USD, purchaser price",988
611110,Elementary and Secondary Schools,"kg CO2e/2022 USD, purchaser price",186
611210,Junior Colleges,"kg CO2e/2022 USD, purchaser price",140
611310,"Colleges, Universities, and Professional Schools","kg CO2e/2022 USD, purchaser price",140
611410,Business and Secretarial Schools,"kg CO2e/2022 USD, purchaser price",108
611420,Computer Training,"kg CO2e/2022 USD, purchaser price",108
611430,Professional and Management Development Training,"kg CO2e/2022 USD, purchaser price",108
611511,Cosmetology and Barber Schools,"kg CO2e/2022 USD, purchaser price",108
611512,Flight Training,"kg CO2e/2022 USD, purchaser price",108
611513,Apprenticeship Training,"kg CO2e/2022 USD, purchaser price",108
611519,Other Technical and Trade Schools,"kg CO2e/2022 USD, purchaser price",108
611610,Fine Arts Schools,"kg CO2e/2022 USD, purchaser price",108
611620,Sports and Recreation Instruction,"kg CO2e/2022 USD, purchaser price",108
611630,Language Schools,"kg CO2e/2022 USD, purchaser price",108
611691,Exam Preparation and Tutoring,"kg CO2e/2022 USD, purchaser price",108
611692,Automobile Driving Schools,"kg CO2e/2022 USD, purchaser price",108
611699,All Other Miscellaneous Schools and Instruction,"kg CO2e/2022 USD, purchaser price",108
611710,Educational Support Services,"kg CO2e/2022 USD, purchaser price",108
621111,Offices of Physicians (except Mental Health Specialists),"kg CO2e/2022 USD, purchaser price",83
621112,"Offices of Physicians, Mental Health Specialists","kg CO2e/2022 USD, purchaser price",83
621210,Offices of Dentists,"kg CO2e/2022 USD, purchaser price",56
621310,Offices of Chiropractors,"kg CO2e/2022 USD, purchaser price",105
621320,Offices of Optometrists,"kg CO2e/2022 USD, purchaser price",105
621330,Offices of Mental Health Practitioners (except Physicians),"kg CO2e/2022 USD, purchaser price",105
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","kg CO2e/2022 USD, purchaser price",105
621391,Offices of Podiatrists,"kg CO2e/2022 USD, purchaser price",105
621399,Offices of All Other Miscellaneous Health Practitioners,"kg CO2e/2022 USD, purchaser price",105
621410,Family Planning Centers,"kg CO2e/2022 USD, purchaser price",96
621420,Outpatient Mental Health and Substance Abuse Centers,"kg CO2e/2022 USD, purchaser price",96
621491,HMO Medical Centers,"kg CO2e/2022 USD, purchaser price",96
621492,Kidney Dialysis Centers,"kg CO2e/2022 USD, purchaser price",96
621493,Freestanding Ambulatory Surgical and Emergency Centers,"kg CO2e/2022 USD, purchaser price",96
621498,All Other Outpatient Care Centers,"kg CO2e/2022 USD, purchaser price",96
621511,Medical Laboratories,"kg CO2e/2022 USD, purchaser price",92
621512,Diagnostic Imaging Centers,"kg CO2e/2022 USD, purchaser price",92
621610,Home Health Care Services,"kg CO2e/2022 USD, purchaser price",104
621910,Ambulance Services,"kg CO2e/2022 USD, purchaser price",180
621991,Blood and Organ Banks,"kg CO2e/2022 USD, purchaser price",180
621999,All Other Miscellaneous Ambulatory Health Care Services,"kg CO2e/2022 USD, purchaser price",180
622110,General Medical and Surgical Hospitals,"kg CO2e/2022 USD, purchaser price",145
622210,Psychiatric and Substance Abuse Hospitals,"kg CO2e/2022 USD, purchaser price",145
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,"kg CO2e/2022 USD, purchaser price",145
623110,Nursing Care Facilities (Skilled Nursing Facilities),"kg CO2e/2022 USD, purchaser price",159
623210,Residential Intellectual and Developmental Disability Facilities,"kg CO2e/2022 USD, purchaser price",129
623220,Residential Mental Health and Substance Abuse Facilities,"kg CO2e/2022 USD, purchaser price",129
623311,Continuing Care Retirement Communities,"kg CO2e/2022 USD, purchaser price",159
623312,Assisted Living Facilities for the Elderly,"kg CO2e/2022 USD, purchaser price",159
623990,Other Residential Care Facilities,"kg CO2e/2022 USD, purchaser price",129
624110,Child and Youth Services,"kg CO2e/2022 USD, purchaser price",118
624120,Services for the Elderly and Persons with Disabilities,"kg CO2e/2022 USD, purchaser price",118
624190,Other Individual and Family Services,"kg CO2e/2022 USD, purchaser price",118
624210,Community Food Services,"kg CO2e/2022 USD, purchaser price",217
624221,Temporary Shelters,"kg CO2e/2022 USD, purchaser price",217
624229,Other Community Housing Services,"kg CO2e/2022 USD, purchaser price",217
624230,Emergency and Other Relief Services,"kg CO2e/2022 USD, purchaser price",217
624310,Vocational Rehabilitation Services,"kg CO2e/2022 USD, purchaser price",217
624410,Child Day Care Services,"kg CO2e/2022 USD, purchaser price",215
711110,Theater Companies and Dinner Theaters,"kg CO2e/2022 USD, purchaser price",86
711120,Dance Companies,"kg CO2e/2022 USD, purchaser price",86
711130,Musical Groups and Artists,"kg CO2e/2022 USD, purchaser price",86
711190,Other Performing Arts Companies,"kg CO2e/2022 USD, purchaser price",86
711211,Sports Teams and Clubs,"kg CO2e/2022 USD, purchaser price",67
711212,Racetracks,"kg CO2e/2022 USD, purchaser price",67
711219,Other Spectator Sports,"kg CO2e/2022 USD, purchaser price",67
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities","kg CO2e/2022 USD, purchaser price",93
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities","kg CO2e/2022 USD, purchaser price",93
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","kg CO2e/2022 USD, purchaser price",93
711510,"Independent Artists, Writers, and Performers","kg CO2e/2022 USD, purchaser price",33
712110,Museums,"kg CO2e/2022 USD, purchaser price",136
712120,Historical Sites,"kg CO2e/2022 USD, purchaser price",136
712130,Zoos and Botanical Gardens,"kg CO2e/2022 USD, purchaser price",136
712190,Nature Parks and Other Similar Institutions,"kg CO2e/2022 USD, purchaser price",136
713110,Amusement and Theme Parks,"kg CO2e/2022 USD, purchaser price",167
713120,Amusement Arcades,"kg CO2e/2022 USD, purchaser price",167
713210,Casinos (except Casino Hotels),"kg CO2e/2022 USD, purchaser price",174
713290,Other Gambling Industries,"kg CO2e/2022 USD, purchaser price",174
713910,Golf Courses and Country Clubs,"kg CO2e/2022 USD, purchaser price",235
713920,Skiing Facilities,"kg CO2e/2022 USD, purchaser price",235
713930,Marinas,"kg CO2e/2022 USD, purchaser price",235
713940,Fitness and Recreational Sports Centers,"kg CO2e/2022 USD, purchaser price",235
713950,Bowling Centers,"kg CO2e/2022 USD, purchaser price",235
713990,All Other Amusement and Recreation Industries,"kg CO2e/2022 USD, purchaser price",235
721110,Hotels (except Casino Hotels) and Motels,"kg CO2e/2022 USD, purchaser price",145
721120,Casino Hotels,"kg CO2e/2022 USD, purchaser price",145
721191,Bed-and-Breakfast Inns,"kg CO2e/2022 USD, purchaser price",145
721199,All Other Traveler Accommodation,"kg CO2e/2022 USD, purchaser price",145
721211,RV (Recreational Vehicle) Parks and Campgrounds,"kg CO2e/2022 USD, purchaser price",145
721214,Recreational and Vacation Camps (except Campgrounds),"kg CO2e/2022 USD, purchaser price",145
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps","kg CO2e/2022 USD, purchaser price",145
722310,Food Service Contractors,"kg CO2e/2022 USD, purchaser price",132
722320,Caterers,"kg CO2e/2022 USD, purchaser price",132
722330,Mobile Food Services,"kg CO2e/2022 USD, purchaser price",132
722410,Drinking Places (Alcoholic Beverages),"kg CO2e/2022 USD, purchaser price",132
722511,Full-Service Restaurants,"kg CO2e/2022 USD, purchaser price",194
722513,Limited-Service Restaurants,"kg CO2e/2022 USD, purchaser price",255
722514,"Cafeterias, Grill Buffets, and Buffets","kg CO2e/2022 USD, purchaser price",132
722515,Snack and Nonalcoholic Beverage Bars,"kg CO2e/2022 USD, purchaser price",132
811111,General Automotive Repair,"kg CO2e/2022 USD, purchaser price",103
811112,Automotive Exhaust System Repair,"kg CO2e/2022 USD, purchaser price",103
811113,Automotive Transmission Repair,"kg CO2e/2022 USD, purchaser price",103
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",103
811121,"Automotive Body, Paint, and Interior Repair and Maintenance","kg CO2e/2022 USD, purchaser price",103
811122,Automotive Glass Replacement Shops,"kg CO2e/2022 USD, purchaser price",103
811191,Automotive Oil Change and Lubrication Shops,"kg CO2e/2022 USD, purchaser price",103
811192,Car Washes,"kg CO2e/2022 USD, purchaser price",103
811198,All Other Automotive Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",103
811211,Consumer Electronics Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",76
811212,Computer and Office Machine Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",76
811213,Communication Equipment Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",76
811219,Other Electronic and Precision Equipment Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",76
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",136
811411,Home and Garden Equipment Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",113
811412,Appliance Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",113
811420,Reupholstery and Furniture Repair,"kg CO2e/2022 USD, purchaser price",113
811430,Footwear and Leather Goods Repair,"kg CO2e/2022 USD, purchaser price",113
811490,Other Personal and Household Goods Repair and Maintenance,"kg CO2e/2022 USD, purchaser price",113
812111,Barber Shops,"kg CO2e/2022 USD, purchaser price",125
812112,Beauty Salons,"kg CO2e/2022 USD, purchaser price",125
812113,Nail Salons,"kg CO2e/2022 USD, purchaser price",125
812191,Diet and Weight Reducing Centers,"kg CO2e/2022 USD, purchaser price",125
812199,Other Personal Care Services,"kg CO2e/2022 USD, purchaser price",125
812210,Funeral Homes and Funeral Services,"kg CO2e/2022 USD, purchaser price",47
812220,Cemeteries and Crematories,"kg CO2e/2022 USD, purchaser price",47
812310,Coin-Operated Laundries and Drycleaners,"kg CO2e/2022 USD, purchaser price",158
812320,Drycleaning and Laundry Services (except Coin-Operated),"kg CO2e/2022 USD, purchaser price",158
812331,Linen Supply,"kg CO2e/2022 USD, purchaser price",158
812332,Industrial Launderers,"kg CO2e/2022 USD, purchaser price",158
812910,Pet Care (except Veterinary) Services,"kg CO2e/2022 USD, purchaser price",111
812921,Photofinishing Laboratories (except One-Hour),"kg CO2e/2022 USD, purchaser price",111
812922,One-Hour Photofinishing,"kg CO2e/2022 USD, purchaser price",111
812930,Parking Lots and Garages,"kg CO2e/2022 USD, purchaser price",111
812990,All Other Personal Services,"kg CO2e/2022 USD, purchaser price",111
813110,Religious Organizations,"kg CO2e/2022 USD, purchaser price",76
813211,Grantmaking Foundations,"kg CO2e/2022 USD, purchaser price",59
813212,Voluntary Health Organizations,"kg CO2e/2022 USD, purchaser price",59
813219,Other Grantmaking and Giving Services,"kg CO2e/2022 USD, purchaser price",59
813311,Human Rights Organizations,"kg CO2e/2022 USD, purchaser price",59
813312,"Environment, Conservation and Wildlife Organizations","kg CO2e/2022 USD, purchaser price",59
813319,Other Social Advocacy Organizations,"kg CO2e/2022 USD, purchaser price",59
